"ensembl"	"symbol"	"MOCK_DMSO_8"	"MOCK_DMSO_8.1"	"MOCK_DMSO_8.2"	"UVC_DMSO_8"	"UVC_DMSO_8.1"	"UVC_DMSO_8.2"	"MOCK_TPA_8"	"MOCK_TPA_8.1"	"MOCK_TPA_8.2"	"UVC_TPA_8"	"UVC_TPA_8.1"	"UVC_TPA_8.2"
"ENSG00000253674.1"	NA	0	0	0	0	0	0	0	0	0	0	50	0
"ENSG00000253675.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253676.1"	NA	62775	52567	43844	39664	55060	51430	94865	92883	38904	56500	57983	56742
"ENSG00000253677.1"	NA	449	400	365	283	218	150	1229	1048	274	165	150	374
"ENSG00000253678.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253679.1"	LOC105375679	97	50	0	0	0	0	0	100	0	0	0	0
"ENSG00000253680.1"	NA	649	2471	883	781	649	596	1924	1690	698	1387	1095	1595
"ENSG00000253681.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253682.1"	NA	120	135	30	37	184	51	133	123	83	24	40	72
"ENSG00000253683.1"	NA	22984	23503	17146	22457	26134	22728	34368	30644	12268	31397	30852	27683
"ENSG00000253684.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253685.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253686.1"	LINC01484	44	0	50	0	0	0	0	0	0	0	0	0
"ENSG00000253687.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253688.2"	NA	0	0	0	0	0	0	0	41	0	0	0	0
"ENSG00000253690.1"	NA	1263	1048	1708	1041	1466	1251	1047	1420	413	623	577	576
"ENSG00000253691.2"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253692.3"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253693.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253695.1"	NA	0	0	50	469	295	362	26	0	0	957	722	833
"ENSG00000253696.2"	KBTBD11-OT1	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253697.1"	NA	50	0	0	10	0	0	0	0	0	100	34	116
"ENSG00000253698.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253699.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253701.2"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253702.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253703.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253704.1"	NA	100	592	181	100	200	0	250	400	101	100	300	339
"ENSG00000253706.5"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253707.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253708.1"	NA	0	150	0	74	0	0	74	50	11	50	50	0
"ENSG00000253709.1"	NA	0	100	50	0	35	50	175	39	0	186	100	50
"ENSG00000253710.2"	ALG11	48158	45381	33232	53862	49691	50708	78902	62972	31698	59722	55637	52180
"ENSG00000253711.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253712.1"	NA	0	0	0	0	0	0	0	0	0	0	0	50
"ENSG00000253713.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253714.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253715.1"	NA	0	0	0	0	0	29	0	0	0	27	37	0
"ENSG00000253716.5"	MINCR	4526	4388	3293	6646	7079	7283	4756	3467	3558	10231	9677	7805
"ENSG00000253717.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253719.3"	ATXN7L3B	155977	147708	112879	137939	160312	140591	230313	197737	92443	127424	130546	113151
"ENSG00000253720.1"	NA	0	0	0	0	0	0	29	0	0	0	0	0
"ENSG00000253721.1"	NA	4744	4534	3687	3567	3229	2891	8260	7451	3206	3351	3712	4174
"ENSG00000253722.1"	NA	8720	9462	5535	7618	7933	6223	12967	9264	5175	6938	7087	6219
"ENSG00000253723.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253725.1"	NA	0	20	0	0	0	0	0	0	0	0	0	0
"ENSG00000253726.1"	LOC101926908	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253728.5"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253729.7"	PRKDC	405663	431262	228299	212685	163264	225736	541272	324766	245566	226273	198460	151285
"ENSG00000253730.1"	NA	50	0	0	0	50	0	50	0	0	149	278	50
"ENSG00000253731.2"	PCDHGA6	3045	2136	2029	1549	2438	2876	9675	10817	4313	6701	6322	5545
"ENSG00000253732.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253733.3"	LZTS1-AS1	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253734.1"	LINC01289	0	0	0	0	0	0	0	0	50	0	0	0
"ENSG00000253735.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253736.1"	NA	50	71	0	0	0	0	0	0	0	44	82	0
"ENSG00000253737.1"	NA	0	0	0	0	0	0	8	43	0	0	0	0
"ENSG00000253738.1"	OTUD6B-AS1	27616	27825	23585	31920	36938	26775	47515	43563	18469	28190	29073	26142
"ENSG00000253739.1"	NA	0	45	0	0	50	0	0	0	50	0	0	0
"ENSG00000253740.5"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253741.1"	LOC100288181	450	668	400	748	349	693	242	447	200	1200	696	728
"ENSG00000253742.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253743.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253744.1"	NA	3534	4259	2297	2924	3016	5693	3379	2706	1511	3024	2638	2649
"ENSG00000253745.1"	NA	0	0	0	0	0	0	0	0	0	0	0	21
"ENSG00000253746.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253747.1"	NA	0	0	0	0	94	0	0	0	0	0	0	0
"ENSG00000253748.2"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253749.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253750.1"	NA	0	0	0	0	0	0	0	0	0	0	0	49
"ENSG00000253752.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253754.1"	NA	0	80	14	100	34	200	143	0	0	217	0	0
"ENSG00000253755.1"	NA	0	0	0	42	66	100	0	0	0	0	0	43
"ENSG00000253756.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253759.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253760.1"	NA	0	0	0	0	0	100	0	0	0	0	50	0
"ENSG00000253762.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253763.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253764.1"	NA	0	0	0	0	0	0	0	19	0	0	0	0
"ENSG00000253765.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253766.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253767.2"	PCDHGA8	2945	1986	2029	1549	2288	2876	9525	10617	4213	6701	5972	5545
"ENSG00000253768.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253770.1"	NA	0	0	0	0	0	0	0	50	0	0	0	0
"ENSG00000253771.5"	NA	0	0	0	0	0	0	0	0	0	0	12	0
"ENSG00000253772.1"	NA	50	0	0	0	0	50	81	75	0	27	0	0
"ENSG00000253773.2"	C8orf37-AS1	48	0	0	0	0	0	0	63	0	0	0	0
"ENSG00000253774.1"	NA	100	0	0	0	0	0	0	76	0	26	0	0
"ENSG00000253775.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253776.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253777.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253778.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253779.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253780.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253781.1"	NA	250	100	0	274	226	350	100	100	100	250	100	249
"ENSG00000253782.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253783.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253784.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253785.1"	NA	51007	46502	36502	26434	33319	26120	105371	100892	40379	42997	42551	45254
"ENSG00000253786.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253787.1"	LOC102467655	0	0	0	0	0	0	50	0	0	0	0	0
"ENSG00000253789.1"	NA	0	0	0	0	0	0	0	0	25	0	0	0
"ENSG00000253790.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253792.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253793.1"	NA	563	450	241	50	450	339	398	439	339	140	89	418
"ENSG00000253794.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253795.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253796.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253797.2"	UTP14C	81114	78529	58495	84264	77201	78385	133171	107791	55250	105404	93730	90935
"ENSG00000253798.2"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253799.1"	LINC01030	0	0	0	0	0	0	0	0	0	19	0	0
"ENSG00000253800.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253801.2"	NA	25	0	27	30	0	0	0	0	0	0	0	0
"ENSG00000253802.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253803.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253805.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253806.1"	NA	12179	11040	6634	1898	3646	5689	6591	6040	2758	3265	2897	2488
"ENSG00000253807.5"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253808.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253809.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253810.1"	NA	225	216	240	264	385	378	825	549	199	410	350	349
"ENSG00000253811.1"	NA	39	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253813.1"	NA	0	0	50	0	0	0	0	0	0	0	0	0
"ENSG00000253814.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253816.3"	NA	662	791	300	168	345	592	782	755	586	350	488	257
"ENSG00000253817.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253818.1"	NA	0	100	0	50	0	0	0	0	50	0	0	0
"ENSG00000253819.1"	LINC01151	0	0	0	0	0	0	0	0	0	50	0	0
"ENSG00000253820.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253821.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253822.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253823.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253824.1"	NA	400	753	450	200	362	122	2682	3694	1580	300	1161	989
"ENSG00000253825.1"	NA	0	0	0	207	0	0	0	0	0	204	84	16
"ENSG00000253826.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253828.3"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253829.1"	NA	189	200	49	181	0	100	225	0	56	47	0	0
"ENSG00000253831.1"	ETV3L	346	549	177	450	390	759	930	792	200	1479	860	596
"ENSG00000253832.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253833.1"	NA	1804	1986	1387	1834	1366	1947	3768	4286	1769	2728	3124	2505
"ENSG00000253834.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253836.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253837.1"	LOC100507156	50	0	0	0	0	0	150	50	106	89	0	0
"ENSG00000253838.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253839.1"	NA	200	360	382	50	100	0	400	150	50	50	50	50
"ENSG00000253840.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253841.1"	NA	0	52	0	0	0	34	26	47	0	30	27	0
"ENSG00000253842.1"	NA	0	0	0	0	0	0	150	0	50	49	0	0
"ENSG00000253843.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253844.1"	NA	49	0	50	50	50	100	0	0	0	0	0	0
"ENSG00000253845.1"	NA	0	25	25	0	0	0	0	0	0	0	0	0
"ENSG00000253846.2"	PCDHGA10	3139	2186	2258	1899	2686	2974	10009	11444	4463	7351	6321	5845
"ENSG00000253848.1"	LOC105375645	50	0	0	14	0	181	50	100	0	50	0	50
"ENSG00000253849.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253851.1"	NA	0	0	0	0	0	0	0	0	0	0	0	50
"ENSG00000253852.1"	NA	50	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253853.1"	NA	1318	1247	757	686	618	610	1701	1472	807	267	454	428
"ENSG00000253854.1"	NA	400	1061	269	926	550	397	489	250	280	1957	1829	711
"ENSG00000253855.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253857.1"	LOC105375844	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253858.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253859.2"	NA	6197	5119	3910	4089	4688	4624	11043	8113	4151	6175	6258	5525
"ENSG00000253860.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253861.1"	NA	18894	15991	11193	17454	14692	18239	34607	27813	16115	17560	18134	15358
"ENSG00000253862.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253865.1"	NA	0	50	0	439	373	199	100	50	0	783	710	626
"ENSG00000253866.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253868.3"	FER1L6-AS2	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253869.1"	NA	1047	1280	524	969	1356	740	1834	1558	690	976	1311	660
"ENSG00000253870.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253871.1"	LOC101929488	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253872.1"	NA	0	0	50	0	0	0	0	22	0	0	50	0
"ENSG00000253873.5"	PCDHGA11	2995	2086	2129	1718	2388	2973	9925	10867	4263	6901	6163	5595
"ENSG00000253874.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253875.1"	NA	1364	1567	905	1021	1465	842	1365	1232	536	1973	1233	2206
"ENSG00000253877.5"	LINC01608	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253878.5"	NA	255	114	226	887	441	1115	717	700	220	1203	1250	789
"ENSG00000253879.1"	NA	0	27	0	0	0	0	0	0	0	0	0	0
"ENSG00000253880.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253881.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253882.6"	LOC154761	801	1221	925	502	653	718	2349	2202	1069	459	749	488
"ENSG00000253883.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253884.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253885.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253886.1"	NA	697	589	749	634	396	442	1099	800	511	250	534	692
"ENSG00000253887.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253888.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253889.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253891.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253892.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253893.2"	NA	32	0	14	50	76	0	50	64	26	50	26	0
"ENSG00000253894.1"	LOC102724612	0	0	0	0	0	0	0	0	0	50	0	0
"ENSG00000253895.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253896.3"	LOC105379715	0	0	48	0	0	0	0	50	0	0	50	48
"ENSG00000253897.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253898.1"	LINC01419	50	0	50	0	100	150	50	100	0	50	0	50
"ENSG00000253899.1"	NA	7878	7965	5989	7032	5282	5882	14049	12381	5180	8796	7099	7288
"ENSG00000253900.1"	NA	88	100	0	87	0	51	283	100	73	0	13	71
"ENSG00000253901.1"	NA	0	42	0	0	0	0	0	50	0	0	0	0
"ENSG00000253903.2"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253906.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253907.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253908.1"	NA	200	557	31	220	0	239	348	64	50	100	34	0
"ENSG00000253910.2"	PCDHGB2	3095	2382	2129	1731	2438	2826	9866	10758	4310	6701	6037	5792
"ENSG00000253911.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253912.1"	NA	0	0	0	0	0	0	0	0	0	40	0	0
"ENSG00000253913.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253915.1"	NA	5149	5483	3740	3388	3871	3612	9006	8366	3165	3851	3338	3871
"ENSG00000253916.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253917.4"	NA	615	747	372	417	332	677	1077	796	738	518	379	316
"ENSG00000253919.1"	NA	16609	18642	12449	15898	14843	14367	27474	27413	11390	13384	16493	15978
"ENSG00000253920.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253921.1"	NA	29	0	50	87	100	189	100	0	0	62	163	0
"ENSG00000253923.2"	NA	99	50	0	50	0	0	138	100	0	50	50	50
"ENSG00000253924.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253925.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253926.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253927.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253929.1"	NA	400	111	78	0	50	50	385	255	150	45	100	50
"ENSG00000253930.1"	NA	3697	5837	2338	5737	5673	5397	6413	4808	2874	9731	6369	6882
"ENSG00000253931.1"	NA	0	0	0	19	0	0	0	0	0	11	0	0
"ENSG00000253932.1"	NA	50	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253934.2"	NA	0	0	0	0	0	0	50	0	0	50	0	0
"ENSG00000253935.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253936.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253937.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253939.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253940.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253941.1"	NA	0	0	0	0	0	0	0	0	0	50	0	50
"ENSG00000253942.1"	NA	0	0	0	0	0	50	0	0	0	100	50	7
"ENSG00000253943.1"	NA	95	0	30	0	0	14	50	66	22	43	53	0
"ENSG00000253944.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253945.1"	NA	10683	10031	8949	8700	10736	8625	20176	19373	7994	13253	17469	13081
"ENSG00000253946.1"	NA	0	0	0	0	0	0	0	0	0	0	0	29
"ENSG00000253947.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253948.1"	LOC105375666	350	1529	744	1738	1302	1450	1050	1570	497	2181	1536	1879
"ENSG00000253949.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253951.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253952.1"	NA	0	0	0	0	0	0	0	0	0	50	0	0
"ENSG00000253953.2"	PCDHGB4	2945	1986	2029	1549	2288	2726	9525	10617	4213	6701	5972	5545
"ENSG00000253954.3"	NA	27227	24689	20633	19255	21698	17816	39601	35325	15144	27153	25769	24537
"ENSG00000253955.1"	LOC285593	0	0	0	179	0	100	0	50	50	309	199	323
"ENSG00000253956.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253957.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253958.1"	CLDN23	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253959.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253960.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253961.1"	NA	1512	1885	1227	837	680	761	2097	2197	1304	681	641	449
"ENSG00000253963.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253964.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253965.1"	NA	58	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253966.1"	NA	13	0	0	0	0	0	0	0	0	36	0	0
"ENSG00000253967.1"	LOC101926892	35	0	0	0	50	0	0	42	0	81	0	0
"ENSG00000253968.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253970.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253971.1"	NA	1650	2028	1449	1208	1417	1575	2470	2367	1251	1223	1259	1527
"ENSG00000253972.5"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253973.2"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253974.5"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253975.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253976.1"	NA	0	0	0	0	0	0	50	50	143	0	50	0
"ENSG00000253977.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253978.1"	CTB-178M22.2	0	0	0	0	0	0	50	0	0	0	0	0
"ENSG00000253979.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253980.1"	NA	0	0	0	0	0	0	0	0	0	50	0	0
"ENSG00000253981.5"	NA	7967	6718	4899	3767	4147	3614	7362	5720	3511	2924	2712	1749
"ENSG00000253982.1"	LOC101927752	106	0	100	437	250	390	345	67	150	678	639	287
"ENSG00000253983.2"	LOC105375903	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253985.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253986.1"	NA	0	0	0	50	0	0	50	0	0	0	50	50
"ENSG00000253988.1"	NA	0	0	0	0	0	150	0	0	0	0	0	0
"ENSG00000253989.2"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253991.1"	NA	86	31	24	0	111	34	89	112	29	38	0	26
"ENSG00000253992.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253993.1"	NA	0	41	25	0	0	0	0	50	0	0	0	0
"ENSG00000253994.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253995.1"	NA	2671	2887	2648	1709	3507	2045	4715	4963	1932	3814	3783	2770
"ENSG00000253997.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253998.3"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000253999.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000254000.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000254001.5"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000254002.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000254003.1"	LOC102723885	7252	7778	6903	3295	3906	3462	13096	11575	3948	5937	6116	6418
"ENSG00000254004.6"	ZNF260	12016	13655	7451	14823	13707	10623	15318	15083	7226	14106	11978	13546
"ENSG00000254006.5"	NA	2859	3256	2357	1826	1188	2385	9835	7638	4946	1950	1692	1144
"ENSG00000254007.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000254008.1"	LINC00051	0	0	0	126	0	0	0	0	0	0	0	0
"ENSG00000254009.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000254010.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000254011.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000254012.1"	NA	28590	26142	21074	21054	28205	23508	39694	36770	14927	31134	28573	27464
"ENSG00000254013.1"	NA	6576	7863	6284	2825	3643	3313	15997	13274	5536	5151	4225	5200
"ENSG00000254014.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000254015.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000254016.2"	NA	574	245	193	386	297	304	300	296	120	158	411	293
"ENSG00000254017.1"	NA	0	0	0	147	0	100	0	0	50	50	0	0
"ENSG00000254018.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000254019.1"	NA	188	0	111	0	25	122	74	59	0	85	33	30
"ENSG00000254020.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000254021.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000254023.1"	NA	426	430	277	554	460	621	847	517	501	412	527	493
"ENSG00000254024.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000254025.1"	NA	1637	2151	1099	1326	1845	1176	2407	2302	875	1685	1320	1095
"ENSG00000254026.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000254027.1"	NA	3344	2984	2643	1493	1623	2586	4449	4098	2203	3277	2799	3001
"ENSG00000254028.1"	NA	0	0	50	50	0	0	50	0	0	0	50	0
"ENSG00000254029.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000254030.1"	NA	51	100	150	0	0	50	148	288	211	50	50	0
"ENSG00000254031.5"	NA	0	50	0	0	0	0	50	0	0	0	0	0
"ENSG00000254033.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000254034.1"	NA	0	0	0	50	98	0	0	0	50	0	50	0
"ENSG00000254035.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000254036.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000254037.2"	NA	250	97	50	50	100	50	150	213	50	76	0	0
"ENSG00000254038.1"	NA	100	150	0	0	0	50	0	0	0	0	0	0
"ENSG00000254039.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000254040.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000254041.1"	LOC101927392	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000254042.1"	NA	0	50	0	0	30	0	0	47	0	0	0	0
"ENSG00000254043.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000254044.5"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000254045.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000254046.1"	NA	0	0	0	0	0	0	0	0	0	7	0	0
"ENSG00000254047.2"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000254048.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000254049.1"	NRG1-IT3	0	0	0	0	0	0	0	0	0	0	0	0
